Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
AdYolo Bus,A/C Seater / Sleeper (2+1),23:33,05:43,06h 10m,INR 450,8 Seats available,"3.8
397",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),23:10,06:50,07h 40m,520,11 Seats available,"4.6
501",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 5501,SAPTAGIRI EXPRESS,20:30,02:30,06h 00m,INR 312,43 Seats available,"4.1
60",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
APSRTC - 5082,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,02:25,05h 40m,INR 426,31 Seats available,"3.5
20",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
APSRTC - 50079,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,03:15,07h 00m,INR 413,34 Seats available,"3.8
26",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
APSRTC - 6558,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,03:00,06h 30m,INR 413,31 Seats available,"4.7
7",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
APSRTC - 6017,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:00,07h 00m,INR 413,34 Seats available,"4.3
39",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
APSRTC - 27093,METRO LUXURY A/C,20:20,23:40,03h 20m,INR 383,28 Seats available,"3.5
33",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 2217,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,00:00,03h 30m,INR 281,34 Seats available,"2.6
7",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 3104,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:15,05h 15m,INR 281,29 Seats available,3.8,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
,,,,,,,,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
,,,,,,,,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
,,,,,,,,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:45,06:15,08h 30m,INR 500,12 Seats available,"4.5
329",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Vikram Travels,A/C Seater / Sleeper (2+1),20:30,05:30,09h 00m,INR 499,14 Seats available,"4.6
163",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),22:30,06:05,07h 35m,INR 800,2 Seats available,"4.6
259",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Vikram Travels,A/C Seater / Sleeper (2+1),23:15,06:18,07h 03m,INR 519,21 Seats available,"4.6
219",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),23:00,06:35,07h 35m,INR 599,9 Seats available,"4.5
268",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Zingbus Plus,A/C Sleeper (2+1),20:10,23:55,03h 45m,726,11 Seats available,"4.6
39",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:45,00:30,03h 45m,INR 449,3 Seats available,"4.1
31",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,AC Sleeper (2+1),19:50,23:05,03h 15m,INR 689,8 Seats available,"3.8
32",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Royal Rich India - R No 102,Bharat Benz A/C Sleeper (2+1),23:35,03:10,03h 35m,850,9 Seats available,"4.7
13",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 5515,Express Non AC Seater 2+3,20:30,02:00,05h 30m,INR 183,45 Seats available,"2.9
11",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47216,Express Non AC Seater 2+3,21:00,02:25,05h 25m,INR 239,42 Seats available,"3.7
16",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47006,Express Non AC Seater 2+3,21:30,02:30,05h 00m,INR 233,44 Seats available,"4.7
6",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 9061,Express Non AC Seater 2+3,21:45,02:10,04h 25m,INR 239,30 Seats available,"3.8
44",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5524,Express Non AC Seater 2+3,22:45,02:55,04h 10m,INR 202,46 Seats available,"3.6
38",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9080,Express Non AC Seater 2+3,23:15,03:40,04h 25m,INR 239,39 Seats available,"3.8
47",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
