Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
HRTC - 229,Ordinary 3+2 Non AC Seater,20:40,23:41,03h 01m,INR 242,37 Seats available,3.9,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
HRTC - 108,A/C Executive (2+3),21:20,00:21,03h 01m,INR 257,40 Seats available,"3.6
6",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
HRTC - 1712,Ordinary 3+2 Non AC Seater,21:30,01:00,03h 30m,INR 242,37 Seats available,3.9,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
HRTC - 130,Ordinary 3+2 Non AC Seater,21:45,01:30,03h 45m,INR 242,37 Seats available,3.9,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
HRTC - 179,Ordinary 3+2 Non AC Seater,22:00,01:45,03h 45m,INR 242,27 Seats available,3.9,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
HRTC - 35,Himsuta AC Seater Volvo/Scania 2+2,22:00,01:10,03h 10m,INR 389,31 Seats available,"5.0
7",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
HRTC - 136,Ordinary 3+2 Non AC Seater,22:30,02:10,03h 40m,INR 242,27 Seats available,3.9,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Chandigarh Transport Undertaking (CTU) - 165748,HVAC Seater (2+3),22:45,03:20,04h 35m,INR 309.5,47 Seats available,"2.0
8",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),20:30,23:45,03h 15m,INR 227,13 Seats available,"4.8
88",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,23:35,03h 05m,INR 399,14 Seats available,"4.1
26",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
FlixBus,A/C Seater (2+2),21:00,01:25,04h 25m,INR 597.32,30 Seats available,4.2,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Deltin Travels Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),21:20,23:59,02h 39m,INR 500,34 Seats available,"4.5
4",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:30,05:30,06h 00m,INR 599,1 Seat available,"4.9
340",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:45,06:00,06h 15m,INR 500,2 Seats available,"4.8
331",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:30,05:00,06h 30m,INR 500,1 Seat available,"4.7
341",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
AdGLOBAL HOLIDAYS ADVENTURE TOURS,Volvo A/C Semi Sleeper (2+2),22:35,07:10,08h 35m,459,26 Seats available,"3.8
90",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,07:20,11h 20m,599,8 Seats available,"4.8
750",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
Laxmi holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),22:00,09:30,11h 30m,INR 749,18 Seats available,"4.7
690",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
ReoBus Pro,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:25,07:40,11h 15m,INR 597,19 Seats available,"4.8
339",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
AdRam Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:15,08:55,11h 40m,504,16 Seats available,"4.7
200",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,07:00,11h 00m,INR 599,12 Seats available,"4.7
552",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
HRTC - 559,Ordinary 3+2 Non AC Seater,20:29,08:05,11h 36m,INR 643,35 Seats available,"3.9
14",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
HRTC - 566,Ordinary 3+2 Non AC Seater,21:10,07:30,10h 20m,INR 604,31 Seats available,"4.0
22",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
HRTC - 16,Himsuta AC Seater Volvo/Scania 2+2,21:20,05:50,08h 30m,INR 1068,11 Seats available,"4.3
120",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
HRTC - 74,Himsuta AC Seater Volvo/Scania 2+2,21:10,05:00,07h 50m,INR 741,19 Seats available,"4.4
41",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
HRTC - 3,Himsuta AC Seater Volvo/Scania 2+2,22:30,06:00,07h 30m,INR 741,30 Seats available,"4.1
32",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
HRTC - 108,A/C Executive (2+3),22:31,06:52,08h 21m,INR 529,40 Seats available,"4.0
21",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
HRTC - 1544,Ordinary 3+2 Non AC Seater,21:40,05:45,08h 05m,INR 507,31 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
HRTC - 1522,Himsuta AC Seater Volvo/Scania 2+2,22:00,05:00,07h 00m,INR 820,33 Seats available,"3.5
33",https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
GLOBAL HOLIDAYS ADVENTURE TOURS,Volvo A/C Semi Sleeper (2+2),22:25,06:00,07h 35m,473,20 Seats available,"3.6
52",https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Laxmi holidays,,22:30,04:15,05h 45m,INR 500,,4.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
HRTC - 13,Himsuta AC Seater Volvo/Scania 2+2,20:40,02:15,05h 35m,INR 743,29 Seats available,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 1152,Ordinary 3+2 Non AC Seater,21:30,03:00,05h 30m,INR 390,37 Seats available,"3.1
6",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 927,Ordinary 3+2 Non AC Seater,22:05,04:10,06h 05m,INR 408,22 Seats available,"4.4
4",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 1116,,22:35,04:05,05h 30m,INR 460,,4.2,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 591,A/C Executive (2+3),21:00,05:50,08h 50m,INR 529,42 Seats available,"3.6
20",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 8,Himsuta AC Seater Volvo/Scania 2+2,21:02,04:40,07h 38m,INR 741,13 Seats available,"4.6
20",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 570,Ordinary 3+2 Non AC Seater,21:25,05:25,08h 00m,INR 409,37 Seats available,"4.7
8",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 1107,Ordinary 3+2 Non AC Seater,20:30,23:20,02h 50m,INR 218,36 Seats available,3.9,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ghumarwin to Chandigarh
HRTC - 750,A/C Executive (2+3),20:30,00:40,04h 10m,INR 275,31 Seats available,3.9,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ghumarwin to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:30,00:30,03h 00m,INR 538,3 Seats available,4.4,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ghumarwin to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ghumarwin to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ghumarwin to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ghumarwin to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ghumarwin to Chandigarh
HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35,04:25,07h 50m,INR 913,14 Seats available,"4.2
27",https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
HRTC - 563,Ordinary 3+2 Non AC Seater,20:50,05:45,08h 55m,INR 464,37 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
HRTC - 600,Himsuta AC Seater Volvo/Scania 2+2,21:50,06:30,08h 40m,INR 883,31 Seats available,"4.0
44",https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:30,07:30,11h 00m,585,14 Seats available,"4.9
1098",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:50,08:10,11h 20m,523,25 Seats available,"4.9
989",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
HRTC - 1150,Ordinary 3+2 Non AC Seater,20:30,03:25,06h 55m,INR 396,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
HRTC - 1524,Ordinary 3+2 Non AC Seater,22:00,04:15,06h 15m,INR 402,27 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
HRTC - 91,Himsuta AC Seater Volvo/Scania 2+2,22:10,04:05,05h 55m,INR 715,32 Seats available,"4.3
38",https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
HRTC - 1236,,22:20,04:00,05h 40m,INR 428,,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
HRTC - 801,Ordinary 3+2 Non AC Seater,20:45,08:30,11h 45m,INR 546,36 Seats available,"4.1
6",https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-delhi,Sunder Nagar (Himachal Pradesh) to Delhi
HRTC - 736,Himsuta AC Seater Volvo/Scania 2+2,21:10,06:00,08h 50m,INR 1002,29 Seats available,"4.1
11",https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-delhi,Sunder Nagar (Himachal Pradesh) to Delhi
HRTC - 705,Himsuta AC Seater Volvo/Scania 2+2,22:10,07:00,08h 50m,INR 1002,34 Seats available,"4.4
20",https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-delhi,Sunder Nagar (Himachal Pradesh) to Delhi
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),22:25,06:00,07h 35m,INR 539,3 Seats available,"4.9
90",https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-delhi,Sunder Nagar (Himachal Pradesh) to Delhi
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),20:05,04:35,08h 30m,INR 509,3 Seats available,"4.7
76",https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-delhi,Sunder Nagar (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:20,04:15,07h 55m,INR 525,4 Seats available,"4.6
58",https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-delhi,Sunder Nagar (Himachal Pradesh) to Delhi
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),22:30,06:20,07h 50m,599,5 Seats available,"4.5
59",https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-delhi,Sunder Nagar (Himachal Pradesh) to Delhi
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:05,04:50,08h 45m,718,9 Seats available,"4.4
60",https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-delhi,Sunder Nagar (Himachal Pradesh) to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:00,06:30,07h 30m,INR 500,30 Seats available,"4.6
48",https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-delhi,Sunder Nagar (Himachal Pradesh) to Delhi
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),23:35,07:15,07h 40m,599,17 Seats available,"4.6
39",https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-delhi,Sunder Nagar (Himachal Pradesh) to Delhi
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:10,06:00,07h 50m,617,5 Seats available,"4.8
31",https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-delhi,Sunder Nagar (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:40,07:30,07h 50m,INR 799,9 Seats available,"5.0
23",https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-delhi,Sunder Nagar (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,04:45,06h 45m,INR 599,3 Seats available,"4.2
51",https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-delhi,Sunder Nagar (Himachal Pradesh) to Delhi
HRTC - 49,Himsuta AC Seater Volvo/Scania 2+2,20:30,02:00,05h 30m,INR 498,34 Seats available,3.9,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
HRTC - 801,Ordinary 3+2 Non AC Seater,20:45,02:30,05h 45m,INR 271,36 Seats available,3.9,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
HRTC - 736,Himsuta AC Seater Volvo/Scania 2+2,21:10,01:00,03h 50m,INR 479,35 Seats available,3.9,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
HRTC - 712,Ordinary 3+2 Non AC Seater,23:00,05:05,06h 05m,INR 295,37 Seats available,3.9,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
City Land Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),19:30,22:50,03h 20m,450,14 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),19:30,22:50,03h 20m,INR 499,12 Seats available,4.4,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,23:10,03h 10m,INR 499,3 Seats available,4.4,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),20:05,23:35,03h 30m,INR 947,4 Seats available,4.4,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:05,23:40,03h 35m,622,9 Seats available,"4.3
10",https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:20,23:30,03h 10m,INR 500,4 Seats available,4.4,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),20:20,23:55,03h 35m,656,9 Seats available,4.1,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
Kashi Bus,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),21:05,23:59,02h 54m,475,12 Seats available,3.9,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
ReoBus Pro,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:05,00:30,03h 25m,INR 597,13 Seats available,4.6,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),21:10,00:15,03h 05m,622,5 Seats available,4.4,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
Deltin Travels Pvt Ltd,Volvo 9600 A/C Semi Sleeper (2+2),21:30,00:01,02h 31m,INR 550,6 Seats available,4.1,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
Shree mann travels,Scania Multi-Axle AC Semi Sleeper (2+2),21:30,01:00,03h 30m,594,5 Seats available,3.7,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),21:40,01:45,04h 05m,809,31 Seats available,3.2,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Sunder Nagar (Himachal Pradesh) to Chandigarh
